title,author,description,genres,ratings,number of ratings,number of reviews,5 star,4 star,3 star,2 star,1 star
I Should Be Extremely Happy in Your Company: A Novel of Lewis and Clark,Brian Hall,"""Meriwether Lewis and William Clark's expedition to the Pacific Ocean and back in the early nineteenth century is the most famous journey in American history. But its very fame has obscured its oddness. Its public image of discovery and triumphant return has veiled its private stories of longing and loss, of self-discovery and mutual ignorances, of good luck and mischance and fortunate misunderstanding.""""Rather than concentrate exclusively on the expedition, Brian Hall has chosen to focus on emblematic moments through the whole range of the lives of its participants. Ever present as a backdrop is the violent collision of white and Native American cultures, and the broader tragedy of the inability of any human being to truly understand what lies in the heart of another.""Hall has written the novel in four competing voices. The primary one is that of Lewis, the troubled and mercurial figure who found that it was impossible to enter paradise without having it crumble around him. Hall brings this enigmatic character to life as no historian ever has. A second voice is that of the Shoshone girl-captive Sacagawea, interpretor on the expedition, whose short life of disruption and displacement mirrored the times in which she lived. Other perspectives are provided by William Clark and by Toussaint Charbonneau, the French fur trader who took Sacagawea as his wife.","['Historical Fiction', 'Fiction', 'Historical', 'Novels', 'Westerns', 'American History', 'American', '19th Century', 'Adventure', 'LGBT']",3.36,443 ratings,93 reviews,83,129,134,58,39
A Covenant of Justice,David Gerrold,"A genetically altered vampiric race known as the Phaestor threaten to overrun the galaxy, but the opposition--an outnumbered band of malcontents--fights savagely to preserve their freedom.The galaxy is dominated by the Regency, a government of vampires and dragons and other mutated humans. Finn Markham, a mercenary tracker, and his brother, Sawyer, have been hired by the sinister Lady Zillabar and then betrayed by her. Infected with a horrific vampiric blood disease, Finn is near death.Sawyer and his colleagues of the Alliance for Life must capture Lady Zillabar and defeat the Dragon Lord. After accomplishing that sure-to-be-impossible task, they can use the enigmatic powers of the Time-binders to pull down the Regency and replace it with a more equitable covenant of justice.Gerrold is able to infuse his electrifying adventures with humor (the dangerously ravenous pfingle eggs come to mind) while keeping the action cascading past the reader at the speed of light. Saving the universe has never been more enjoyable. --Dennis Winters",[],3.51,88 ratings,4 reviews,11,37,31,4,5
Lost Boys,Orson Scott Card,"For Step Fletcher, his pregnant wife DeAnne, and their three children, the move to tiny Steuben, North Carolina, offers new hope and a new beginning. But from the first, eight-year-old Stevie's life there is an unending parade of misery and disaster.Cruelly ostracized at his school, Stevie retreats further and further into himself  and into a strange computer game and a group of imaginary friends.But there is something eerie about his loyal, invisible new playmates: each shares the name of a child who has recently vanished from the sleepy Southern town. And terror grows for Step and DeAnne as the truth slowly unfolds. For their son has found something savagely evil ... and it's coming for Stevie next.","['Fiction', 'Horror', 'Fantasy', 'Mystery', 'Science Fiction', 'Supernatural', 'Thriller', 'Audiobook', 'Adult', 'Paranormal']",3.61,"9,274 ratings",962 reviews,"2,253","2,980","2,630",962,449
Rilla of Ingleside,L.M. Montgomery,"This is an alternate cover edition for ISBN 9780553269222Anne's children are almost grown up, except for pretty, high-spirited Rilla. No one can resist her bright hazel eyes and dazzling smile. Rilla, almost fifteen, can't think any further ahead than going to her very first dance at the Four Winds lighthouse and getting her first kiss from handsome Kenneth Ford. But undreamed-of challenges await the irrepressible Rilla when the world of Ingleside is endangered by a far-off war. Her brothers go off to fight, and Rilla brings home an orphaned newborn in a soup tureen. She is swept into a drama that tests her courage and changes her forever.","['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Romance', 'Historical', 'Canada', 'Audiobook', 'Middle Grade']",4.23,"49,737 ratings","2,869 reviews","24,078","15,569","7,945","1,723",422
Johnny Texas,Carol Hoff,"In the early days of Texas history, ten-year-old Johann comes from Germany with his family to settle in this vast land and soon grows to love his new home.",[],4.13,82 ratings,10 reviews,36,30,10,3,3
The Hidden City,Michelle West,"The incredible story that fans of The Sun Sword series have been waiting to read-the battle for control of House Terafin-from a writer of ""talent and depth.""*Orphaned and left to fend for herself in the slums of Averalaan, Jewel Markess- Jay to her friends-meets an unlikely savior in Rath, a man who prowls the ruins of the undercity. Nursing Jay back to health is an unusual act for a man who renounced his own family long ago, and the situation becomes stranger still when Jay begins to form a den of other rescued children in Rath's home. But worse perils lurk beneath the the demons that once nearly destroyed the Essalieyan Empire are stirring again, and soon Rath and Jay will find themselves targets of these unstoppable beings.","['Fantasy', 'Epic Fantasy', 'Fiction', 'Science Fiction Fantasy', 'High Fantasy', 'Magic', 'Epic', 'Demons', 'Science Fiction', 'Young Adult']",4.10,"1,981 ratings",165 reviews,815,713,326,94,33
"Love Hina, Vol. 01",Ken Akamatsu,"At the age of 5, Keitaro and his childhood sweetheart promised to meet again as students at Japan's most prestigious university. Now 20, he can't pass his entrance exams...or even remember the girl's name. Stumbling into a fluke job at an all-girls dormitory may be his last chance. In the series that inspired the new hit anime, Love Hina proves that love conquers all. Even stupidity.","['Manga', 'Comics', 'Romance', 'Graphic Novels', 'Fiction', 'Humor', 'Comedy', 'Comics Manga', 'Graphic Novels Manga', 'Shonen']",3.73,"11,885 ratings",180 reviews,"4,244","2,878","2,796","1,249",718
The Borrower,Rebecca Makkai,"Lucy Hull, a young children's librarian in Hannibal, Missouri, finds herself both a kidnapper and kidnapped when her favorite patron, ten- year-old Ian Drake, runs away from home. The precocious Ian is addicted to reading, but needs Lucy's help to smuggle books past his overbearing mother, who has enrolled Ian in weekly antigay classes with celebrity Pastor Bob. Lucy stumbles into a moral dilemma when she finds Ian camped out in the library after hours with a knapsack of provisions and an escape plan. Desperate to save him from Pastor Bob and the Drakes, Lucy allows herself to be hijacked by Ian. The odd pair embarks on a crazy road trip from Missouri to Vermont, with ferrets, an inconvenient boyfriend, and upsetting family history thrown in their path. But is it just Ian who is running away? Who is the man who seems to be on their tail? And should Lucy be trying to save a boy from his own parents?","['Fiction', 'Books About Books', 'Adult Fiction', 'Adult', 'Contemporary', 'Literary Fiction', 'Audiobook', 'LGBT', 'Humor', 'Realistic Fiction']",3.52,"13,769 ratings","2,495 reviews","2,284","4,933","4,633","1,557",362
Ligeia,Edgar Allan Poe,"Η «Λίγεια» του Τζιουζέππε Τομάζι ντι Λαμπεντούζα πραγματεύεται το θέμα της «αιώνιας Σικελίας», μέσα από τη θαμβωτική ιστορία του γηραιού καθηγητή Ροζάριο Λα Τσιούρα, που γνώρισε στη νεότητά του τον θεϊκό έρωτα της Σειρήνας. Πέρα από την Ιστορία, ο Λαμπεντούζα οραματίζεται την ιδανική χώρα της αρχαίας ελληνικής πραγματικότητας, στην οποία, περισσότερο από ό,τι με την καλλιέργεια, εισδύει κανείς με το «ζωώδες ένστικτο»· σύλληψη που αγγίζει το βάθος του πλέον καθαρού κλασικισμού μ' ένα πνεύμα ακόμα θερμά ρομαντικό.","['Classics', 'Short Stories', 'Horror', 'Gothic', 'Fiction', 'Mystery', '19th Century', 'Romance', 'American', 'Fantasy']",3.74,"5,760 ratings",468 reviews,"1,456","2,064","1,662",468,110
The Book of Deacon,Joseph R. Lallo,"The Book of Deacon is the first book of The Book of Deacon series by Joseph R. Lallo.Myranda Celeste’s world has been built on a legacy of bloodshed. For more than a century, her homeland the Northern Alliance has fought the Kingdom of Tressor in what has come to be known as the Perpetual War. While her people look upon the conflict with reverence, Myranda’s hate for the war has made her an outcast.When she finds a precious sword among the equipment of a fallen warrior, she believes her luck may have changed. Little does she imagine that the treasure will draw her into an adventure of wizards and warriors, soldiers and rebels, and beasts both noble and monstrous. The journey will teach her much about her potential, about the origins of the war, and about the threat her world truly faces.Will Myranda unlock the secret of bringing peace once and for all, or will the world be lost to the Perpetual War?","['Fantasy', 'Fiction', 'Magic', 'Young Adult', 'Dragons', 'Epic Fantasy', 'Adventure', 'Paranormal', 'High Fantasy', 'Science Fiction Fantasy']",3.86,"10,240 ratings",764 reviews,"3,260","3,639","2,315",715,311
